task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-10-europe-video-streaming,T10,10,3,P44-S21,P40-S03,,11.47,0,2.95,21.24,692.76,3,background
RADAR-10-europe-automated,T10,10,2,P59-S09,P65-S03,,10.2,0,2.36,9.44,255.13,4,routing
RADAR-COMPUTE-10-europe,T10,10,3,,,P56-S07,30.59,1,9.44,37.76,0,2,compute
RADAR-10-east-asia-human-web,T10,10,2,P61-S03,P45-S05,,17.24,0,3.42,11.4,316.05,2,mixed
RADAR-10-east-asia-interactive-realtime,T10,10,1,P67-S07,P55-S14,,19.7,0,2.28,6.84,176.62,1,routing
RADAR-10-east-asia-api,T10,10,2,P70-S09,P60-S18,,22.16,0,4.56,13.68,124.6,1,telemetry
RADAR-10-east-asia-background-sync,T10,10,4,P01-S11,P65-S01,,12.31,0,3.42,22.8,146.27,3,background
RADAR-10-east-asia-dns-control,T10,10,1,P10-S17,P08-S14,,7.39,0,1.14,4.56,48.76,1,telemetry
RADAR-10-south-america-human-web,T10,10,2,P04-S08,P43-S03,,11.49,0,2.4,8,210.7,2,mixed
RADAR-10-south-america-video-streaming,T10,10,3,P07-S10,P48-S08,,7.39,0,2,14.4,446.19,3,background
RADAR-10-south-america-software-update,T10,10,5,P19-S18,P68-S04,,5.75,0,1.6,28.8,297.46,4,background
RADAR-10-oceania-human-web,T10,10,2,P16-S13,P10-S17,,9.37,0,2.4,8,171.89,2,mixed
RADAR-10-oceania-interactive-realtime,T10,10,1,P22-S17,P20-S04,,10.71,0,1.6,4.8,96.05,1,routing
RADAR-10-oceania-api,T10,10,2,P25-S19,P25-S08,,12.05,0,3.2,9.6,67.76,1,telemetry
RADAR-11-na-east-human-web,T11,11,2,P18-S08,P46-S01,,18.82,0,3.6,12,342.72,2,mixed
RADAR-11-na-east-interactive-realtime,T11,11,1,P24-S12,P56-S10,,21.5,0,2.4,7.2,191.52,1,routing
RADAR-11-na-east-api,T11,11,2,P27-S14,P61-S14,,24.19,0,4.8,14.4,137.56,1,telemetry
RADAR-11-na-west-human-web,T11,11,2,P27-S14,P67-S07,,16.46,0,3.15,10.5,299.88,2,mixed
RADAR-11-na-west-video-streaming,T11,11,3,P30-S16,P72-S12,,10.58,0,2.63,18.9,635.04,3,background
RADAR-11-na-west-automated,T11,11,2,P45-S04,P25-S12,,9.41,0,2.1,8.4,235.44,4,routing
RADAR-COMPUTE-11-na-west,T11,11,3,,,P42-S02,28.22,1,8.4,33.6,0,2,compute
RADAR-11-europe-human-web,T11,11,2,P42-S19,P36-S21,,18.5,0,3.54,11.8,337.01,2,mixed
RADAR-11-europe-interactive-realtime,T11,11,1,P48-S01,P46-S08,,21.15,0,2.36,7.08,188.33,1,routing
RADAR-11-europe-api,T11,11,2,P51-S03,P51-S12,,23.79,0,4.72,14.16,135.27,1,telemetry
RADAR-11-europe-background-sync,T11,11,4,P54-S05,P56-S17,,17.84,0,3.54,23.6,214.37,3,background
RADAR-11-europe-dns-control,T11,11,1,P63-S11,P71-S08,,7.93,0,1.18,4.72,52.93,1,telemetry
RADAR-11-east-asia-human-web,T11,11,2,P62-S03,P46-S05,,17.88,0,3.42,11.4,325.58,2,mixed
RADAR-11-east-asia-video-streaming,T11,11,3,P65-S05,P51-S10,,11.49,0,2.85,20.52,689.47,3,background
RADAR-11-east-asia-software-update,T11,11,5,P05-S13,P71-S06,,8.94,0,2.28,41.04,459.65,4,background
RADAR-11-south-america-human-web,T11,11,2,P05-S08,P44-S04,,11.92,0,2.4,8,217.06,2,mixed
RADAR-11-south-america-interactive-realtime,T11,11,1,P11-S12,P54-S13,,13.62,0,1.6,4.8,121.3,1,routing
RADAR-11-south-america-api,T11,11,2,P14-S14,P59-S17,,15.32,0,3.2,9.6,87.12,1,telemetry
RADAR-11-oceania-human-web,T11,11,2,P17-S13,P11-S17,,9.72,0,2.4,8,177.07,2,mixed
RADAR-11-oceania-video-streaming,T11,11,3,P20-S15,P16-S22,,6.25,0,2,14.4,374.98,3,background
RADAR-11-oceania-background-sync,T11,11,4,P29-S21,P31-S13,,9.37,0,2.4,16,112.63,3,background
RADAR-11-oceania-automated,T11,11,2,P35-S03,P41-S22,,5.56,0,1.6,6.4,139.02,4,routing
RADAR-COMPUTE-11-oceania,T11,11,3,,,P32-S01,16.67,0,6.4,25.6,0,2,compute
RADAR-12-na-east-human-web,T12,12,2,P19-S09,P47-S01,,19.32,0,3.6,12,351.9,2,mixed
RADAR-12-na-east-video-streaming,T12,12,3,P22-S11,P52-S06,,12.42,0,3,21.6,745.2,3,background
RADAR-12-na-east-automated,T12,12,2,P37-S21,P05-S06,,11.04,0,2.4,9.6,276.28,4,routing
RADAR-COMPUTE-12-na-east,T12,12,3,,,P34-S19,33.12,1,9.6,38.4,0,2,compute
RADAR-12-na-west-human-web,T12,12,2,P28-S15,P68-S08,,16.91,0,3.15,10.5,307.91,2,mixed
RADAR-12-na-west-interactive-realtime,T12,12,1,P34-S19,P06-S17,,19.32,0,2.1,6.3,172.07,1,routing
RADAR-12-na-west-api,T12,12,2,P37-S21,P11-S21,,21.74,0,4.2,12.6,123.59,1,telemetry
RADAR-12-na-west-background-sync,T12,12,4,P40-S01,P16-S04,,16.3,0,3.15,21,195.86,3,background
RADAR-12-na-west-dns-control,T12,12,1,P49-S07,P31-S17,,7.25,0,1.05,4.2,48.36,1,telemetry
RADAR-12-europe-human-web,T12,12,2,P43-S20,P37-S21,,19,0,3.54,11.8,346.03,2,mixed
RADAR-12-europe-video-streaming,T12,12,3,P46-S22,P42-S04,,12.21,0,2.95,21.24,732.78,3,background
RADAR-12-europe-software-update,T12,12,5,P58-S08,P62-S22,,12.82,0,2.36,42.48,659.5,4,background
RADAR-12-east-asia-human-web,T12,12,2,P63-S04,P47-S06,,18.35,0,3.42,11.4,334.3,2,mixed
RADAR-12-east-asia-interactive-realtime,T12,12,1,P69-S08,P57-S15,,20.98,0,2.28,6.84,186.82,1,routing
RADAR-12-east-asia-api,T12,12,2,P72-S10,P62-S19,,23.6,0,4.56,13.68,134.18,1,telemetry
RADAR-12-south-america-human-web,T12,12,2,P06-S09,P45-S04,,12.24,0,2.4,8,222.87,2,mixed
RADAR-12-south-america-video-streaming,T12,12,3,P09-S11,P50-S09,,7.87,0,2,14.4,471.96,3,background
RADAR-12-south-america-background-sync,T12,12,4,P18-S17,P65-S22,,8.74,0,2.4,16,105.01,3,background
RADAR-12-south-america-automated,T12,12,2,P24-S21,P03-S09,,6.99,0,1.6,6.4,174.97,4,routing
RADAR-COMPUTE-12-south-america,T12,12,3,,,P21-S19,20.98,0,6.4,25.6,0,2,compute
RADAR-12-oceania-human-web,T12,12,2,P18-S14,P12-S18,,9.98,0,2.4,8,181.81,2,mixed
RADAR-12-oceania-interactive-realtime,T12,12,1,P24-S18,P22-S05,,11.41,0,1.6,4.8,101.6,1,routing
RADAR-12-oceania-api,T12,12,2,P27-S20,P27-S09,,12.83,0,3.2,9.6,72.98,1,telemetry
RADAR-12-oceania-dns-control,T12,12,1,P39-S06,P47-S05,,4.28,0,0.8,3.2,28.56,1,telemetry
RADAR-13-na-east-human-web,T13,13,2,P20-S09,P48-S02,,19.82,0,3.6,12,358.67,2,mixed
RADAR-13-na-east-interactive-realtime,T13,13,1,P26-S13,P58-S11,,22.66,0,2.4,7.2,200.43,1,routing
RADAR-13-na-east-api,T13,13,2,P29-S15,P63-S15,,25.49,0,4.8,14.4,146.56,1,telemetry
RADAR-13-na-east-background-sync,T13,13,4,P32-S17,P68-S20,,14.16,0,3.6,24,172.04,3,background
RADAR-13-na-east-dns-control,T13,13,1,P41-S01,P11-S11,,8.5,0,1.2,4.8,57.35,1,telemetry
RADAR-13-na-west-human-web,T13,13,2,P29-S15,P69-S08,,17.35,0,3.15,10.5,313.84,2,mixed
RADAR-13-na-west-video-streaming,T13,13,3,P32-S17,P02-S13,,11.15,0,2.63,18.9,664.6,3,background
RADAR-13-na-west-software-update,T13,13,5,P44-S03,P22-S09,,11.71,0,2.1,37.8,598.14,4,background
RADAR-13-europe-human-web,T13,13,2,P44-S20,P38-S22,,19.49,0,3.54,11.8,352.69,2,mixed
RADAR-13-europe-interactive-realtime,T13,13,1,P50-S02,P48-S09,,22.28,0,2.36,7.08,197.09,1,routing
RADAR-13-europe-api,T13,13,2,P53-S04,P53-S13,,25.06,0,4.72,14.16,144.11,1,telemetry
RADAR-13-east-asia-human-web,T13,13,2,P64-S04,P48-S06,,18.83,0,3.42,11.4,340.74,2,mixed
RADAR-13-east-asia-video-streaming,T13,13,3,P67-S06,P53-S11,,12.11,0,2.85,20.52,721.57,3,background
RADAR-13-east-asia-background-sync,T13,13,4,P04-S12,P68-S02,,13.45,0,3.42,22.8,163.44,3,background
RADAR-13-east-asia-automated,T13,13,2,P10-S16,P06-S11,,10.76,0,2.28,9.12,269.31,4,routing
RADAR-COMPUTE-13-east-asia,T13,13,3,,,P07-S14,32.28,1,9.12,36.48,0,2,compute
RADAR-13-south-america-human-web,T13,13,2,P07-S09,P46-S05,,12.56,0,2.4,8,227.16,2,mixed
RADAR-13-south-america-interactive-realtime,T13,13,1,P13-S13,P56-S14,,14.35,0,1.6,4.8,126.94,1,routing
RADAR-13-south-america-api,T13,13,2,P16-S15,P61-S18,,16.14,0,3.2,9.6,92.82,1,telemetry
RADAR-13-south-america-dns-control,T13,13,1,P28-S01,P09-S14,,5.38,0,0.8,3.2,36.32,1,telemetry
RADAR-13-oceania-human-web,T13,13,2,P19-S14,P13-S18,,10.24,0,2.4,8,185.31,2,mixed
RADAR-13-oceania-video-streaming,T13,13,3,P22-S16,P18-S01,,6.58,0,2,14.4,392.43,3,background
RADAR-14-na-east-human-web,T14,14,2,P21-S10,P49-S02,,20.16,0,3.6,12,364.75,2,mixed
RADAR-14-na-east-video-streaming,T14,14,3,P24-S12,P54-S07,,12.96,0,3,21.6,772.42,3,background
RADAR-14-na-east-software-update,T14,14,5,P36-S20,P02-S03,,10.08,0,2.4,43.2,514.94,4,background
RADAR-14-na-west-human-web,T14,14,2,P30-S16,P70-S09,,17.64,0,3.15,10.5,319.16,2,mixed
RADAR-14-na-west-interactive-realtime,T14,14,1,P36-S20,P08-S18,,20.16,0,2.1,6.3,178.35,1,routing
RADAR-14-na-west-api,T14,14,2,P39-S22,P13-S22,,22.68,0,4.2,12.6,130.41,1,telemetry
RADAR-14-europe-human-web,T14,14,2,P45-S21,P39-S22,,19.82,0,3.54,11.8,358.67,2,mixed
RADAR-14-europe-video-streaming,T14,14,3,P48-S01,P44-S05,,12.74,0,2.95,21.24,759.54,3,background
RADAR-14-europe-background-sync,T14,14,4,P57-S07,P59-S18,,14.16,0,3.54,23.6,172.04,3,background
RADAR-14-europe-automated,T14,14,2,P63-S11,P69-S05,,11.33,0,2.36,9.44,283.48,4,routing
RADAR-COMPUTE-14-europe,T14,14,3,,,P60-S09,33.98,1,9.44,37.76,0,2,compute
RADAR-14-east-asia-human-web,T14,14,2,P65-S05,P49-S07,,19.15,0,3.42,11.4,346.51,2,mixed
RADAR-14-east-asia-interactive-realtime,T14,14,1,P71-S09,P59-S16,,21.89,0,2.28,6.84,193.64,1,routing
RADAR-14-east-asia-api,T14,14,2,P02-S11,P64-S20,,24.62,0,4.56,13.68,141.59,1,telemetry
RADAR-14-east-asia-dns-control,T14,14,1,P14-S19,P12-S16,,8.21,0,1.14,4.56,55.4,1,telemetry
RADAR-14-south-america-human-web,T14,14,2,P08-S10,P47-S05,,12.77,0,2.4,8,231.01,2,mixed
RADAR-14-south-america-video-streaming,T14,14,3,P11-S12,P52-S10,,8.21,0,2,14.4,489.2,3,background
RADAR-14-oceania-human-web,T14,14,2,P20-S15,P14-S19,,10.42,0,2.4,8,188.46,2,mixed
RADAR-14-oceania-interactive-realtime,T14,14,1,P26-S19,P24-S06,,11.9,0,1.6,4.8,105.31,1,routing
RADAR-14-oceania-api,T14,14,2,P29-S21,P29-S10,,13.39,0,3.2,9.6,77,1,telemetry
RADAR-14-oceania-background-sync,T14,14,4,P32-S01,P34-S15,,7.44,0,2.4,16,90.4,3,background
RADAR-15-na-east-human-web,T15,15,2,P22-S10,P50-S03,,20.66,0,3.6,12,376.38,2,mixed
RADAR-15-na-east-interactive-realtime,T15,15,1,P28-S14,P60-S12,,23.62,0,2.4,7.2,210.33,1,routing
RADAR-15-na-east-api,T15,15,2,P31-S16,P65-S16,,26.57,0,4.8,14.4,151.07,1,telemetry
RADAR-15-na-west-human-web,T15,15,2,P31-S16,P71-S09,,18.08,0,3.15,10.5,329.33,2,mixed
RADAR-15-na-west-video-streaming,T15,15,3,P34-S18,P04-S14,,11.62,0,2.63,18.9,697.41,3,background
RADAR-15-na-west-background-sync,T15,15,4,P43-S02,P19-S05,,12.92,0,3.15,21,155.17,3,background
RADAR-15-na-west-automated,T15,15,2,P49-S06,P29-S14,,10.33,0,2.1,8.4,258.56,4,routing
RADAR-COMPUTE-15-na-west,T15,15,3,,,P46-S04,31,1,8.4,33.6,0,2,compute
RADAR-15-europe-human-web,T15,15,2,P46-S21,P40-S01,,20.32,0,3.54,11.8,370.11,2,mixed
RADAR-15-europe-interactive-realtime,T15,15,1,P52-S03,P50-S10,,23.22,0,2.36,7.08,206.82,1,routing
RADAR-15-europe-api,T15,15,2,P55-S05,P55-S14,,26.13,0,4.72,14.16,148.55,1,telemetry
RADAR-15-europe-dns-control,T15,15,1,P67-S13,P03-S10,,8.71,0,1.18,4.72,58.13,1,telemetry
RADAR-15-east-asia-human-web,T15,15,2,P66-S05,P50-S07,,19.63,0,3.42,11.4,357.56,2,mixed
RADAR-15-east-asia-video-streaming,T15,15,3,P69-S07,P55-S12,,12.62,0,2.85,20.52,757.19,3,background
RADAR-15-south-america-human-web,T15,15,2,P09-S10,P48-S06,,13.09,0,2.4,8,238.37,2,mixed
RADAR-15-south-america-interactive-realtime,T15,15,1,P15-S14,P58-S15,,14.96,0,1.6,4.8,133.21,1,routing
RADAR-15-south-america-api,T15,15,2,P18-S16,P63-S19,,16.83,0,3.2,9.6,95.68,1,telemetry
RADAR-15-south-america-background-sync,T15,15,4,P21-S18,P68-S02,,9.35,0,2.4,16,112.32,3,background
RADAR-15-oceania-human-web,T15,15,2,P21-S15,P15-S19,,10.68,0,2.4,8,194.46,2,mixed
RADAR-15-oceania-video-streaming,T15,15,3,P24-S17,P20-S02,,6.86,0,2,14.4,411.8,3,background
RADAR-15-oceania-software-update,T15,15,5,P36-S03,P40-S20,,5.34,0,1.6,28.8,274.54,4,background
RADAR-15-oceania-automated,T15,15,2,P39-S05,P45-S02,,6.1,0,1.6,6.4,152.67,4,routing
RADAR-COMPUTE-15-oceania,T15,15,3,,,P36-S03,18.3,0,6.4,25.6,0,2,compute
RADAR-16-na-east-human-web,T16,16,2,P23-S11,P51-S03,,21.34,0,3.6,12,393.8,2,mixed
RADAR-16-na-east-video-streaming,T16,16,3,P26-S13,P56-S08,,22.63,0,3,21.6,1375.99,3,background
RADAR-16-na-east-background-sync,T16,16,4,P35-S19,P71-S21,,15.24,0,3.6,24,178.99,3,background
RADAR-16-na-east-automated,T16,16,2,P41-S01,P09-S08,,12.19,0,2.4,9.6,305.1,4,routing
RADAR-COMPUTE-16-na-east,T16,16,3,,,P38-S21,36.58,1,9.6,38.4,0,2,compute
RADAR-16-na-west-human-web,T16,16,2,P32-S17,P72-S10,,18.67,0,3.15,10.5,344.58,2,mixed
RADAR-16-na-west-interactive-realtime,T16,16,1,P38-S21,P10-S19,,21.34,0,2.1,6.3,192.56,1,routing
RADAR-16-na-west-api,T16,16,2,P41-S01,P15-S01,,24,0,4.2,12.6,133.42,1,telemetry
RADAR-16-na-west-dns-control,T16,16,1,P53-S09,P35-S19,,8,0,1.05,4.2,52.21,1,telemetry
RADAR-16-europe-human-web,T16,16,2,P47-S22,P41-S01,,20.98,0,3.54,11.8,387.24,2,mixed
RADAR-16-europe-video-streaming,T16,16,3,P50-S02,P46-S06,,22.25,0,2.95,21.24,1353.06,3,background
RADAR-16-east-asia-human-web,T16,16,2,P67-S06,P51-S08,,20.27,0,3.42,11.4,374.11,2,mixed
RADAR-16-east-asia-interactive-realtime,T16,16,1,P01-S10,P61-S17,,23.16,0,2.28,6.84,209.06,1,routing
RADAR-16-east-asia-api,T16,16,2,P04-S12,P66-S21,,26.06,0,4.56,13.68,144.85,1,telemetry
RADAR-16-east-asia-background-sync,T16,16,4,P07-S14,P71-S04,,14.48,0,3.42,22.8,170.04,3,background
RADAR-16-south-america-human-web,T16,16,2,P10-S11,P49-S06,,13.51,0,2.4,8,249.41,2,mixed
RADAR-16-south-america-video-streaming,T16,16,3,P13-S13,P54-S11,,8.69,0,2,14.4,528.16,3,background
RADAR-16-south-america-software-update,T16,16,5,P25-S21,P02-S07,,6.76,0,1.6,28.8,352.1,4,background
RADAR-16-south-america-automated,T16,16,2,P28-S01,P07-S11,,7.72,0,1.6,6.4,193.23,4,routing
RADAR-COMPUTE-16-south-america,T16,16,3,,,P25-S21,23.16,0,6.4,25.6,0,2,compute
RADAR-16-oceania-human-web,T16,16,2,P22-S16,P16-S20,,11.02,0,2.4,8,203.46,2,mixed
RADAR-16-oceania-interactive-realtime,T16,16,1,P28-S20,P26-S07,,12.6,0,1.6,4.8,113.7,1,routing
RADAR-16-oceania-api,T16,16,2,P31-S22,P31-S11,,14.17,0,3.2,9.6,78.78,1,telemetry
RADAR-16-oceania-dns-control,T16,16,1,P43-S08,P51-S07,,4.72,0,0.8,3.2,30.83,1,telemetry
RADAR-17-na-east-human-web,T17,17,2,P24-S11,P52-S04,,22.51,0,3.6,12,420.97,2,mixed
RADAR-17-na-east-interactive-realtime,T17,17,1,P30-S15,P62-S13,,25.73,0,2.4,7.2,235.25,1,routing
RADAR-17-na-east-api,T17,17,2,P33-S17,P67-S17,,28.94,0,4.8,14.4,157.18,1,telemetry
RADAR-17-na-east-dns-control,T17,17,1,P45-S03,P15-S13,,9.65,0,1.2,4.8,61.51,1,telemetry
RADAR-17-na-west-human-web,T17,17,2,P33-S17,P01-S10,,19.7,0,3.15,10.5,368.35,2,mixed
RADAR-17-na-west-video-streaming,T17,17,3,P36-S19,P06-S15,,20.89,0,2.63,18.9,1287.07,3,background
RADAR-17-europe-human-web,T17,17,2,P48-S22,P42-S02,,22.14,0,3.54,11.8,413.96,2,mixed
RADAR-17-europe-interactive-realtime,T17,17,1,P54-S04,P52-S11,,25.3,0,2.36,7.08,231.33,1,routing
RADAR-17-europe-api,T17,17,2,P57-S06,P57-S15,,28.46,0,4.72,14.16,154.56,1,telemetry
RADAR-17-europe-background-sync,T17,17,4,P60-S08,P62-S20,,15.81,0,3.54,23.6,181.44,3,background
RADAR-17-east-asia-human-web,T17,17,2,P68-S06,P52-S08,,21.39,0,3.42,11.4,399.93,2,mixed
RADAR-17-east-asia-video-streaming,T17,17,3,P71-S08,P57-S13,,13.75,0,2.85,20.52,846.9,3,background
RADAR-17-east-asia-software-update,T17,17,5,P11-S16,P05-S09,,10.69,0,2.28,41.04,564.6,4,background
RADAR-17-east-asia-automated,T17,17,2,P14-S18,P10-S13,,12.22,0,2.28,9.12,305.83,4,routing
RADAR-COMPUTE-17-east-asia,T17,17,3,,,P11-S16,36.66,1,9.12,36.48,0,2,compute
RADAR-17-south-america-human-web,T17,17,2,P11-S11,P50-S07,,14.26,0,2.4,8,266.62,2,mixed
RADAR-17-south-america-interactive-realtime,T17,17,1,P17-S15,P60-S16,,16.29,0,1.6,4.8,148.99,1,routing
RADAR-17-south-america-api,T17,17,2,P20-S17,P65-S20,,18.33,0,3.2,9.6,99.55,1,telemetry
RADAR-17-south-america-dns-control,T17,17,1,P32-S03,P13-S16,,6.11,0,0.8,3.2,38.95,1,telemetry
RADAR-17-oceania-human-web,T17,17,2,P23-S16,P17-S20,,11.63,0,2.4,8,217.5,2,mixed
RADAR-17-oceania-video-streaming,T17,17,3,P26-S18,P22-S03,,7.48,0,2,14.4,460.6,3,background
RADAR-17-oceania-background-sync,T17,17,4,P35-S02,P37-S16,,8.31,0,2.4,16,95.33,3,background
RADAR-18-na-east-human-web,T18,18,2,P25-S12,P53-S04,,34.59,0,3.6,12,651.06,2,mixed
RADAR-18-na-east-video-streaming,T18,18,3,P28-S14,P58-S09,,25.3,0,3,21.6,1568.87,3,background
RADAR-18-na-west-human-web,T18,18,2,P34-S18,P02-S11,,20.87,0,3.15,10.5,392.88,2,mixed
RADAR-18-na-west-interactive-realtime,T18,18,1,P40-S22,P12-S20,,23.86,0,2.1,6.3,219.55,1,routing
RADAR-18-na-west-api,T18,18,2,P43-S02,P17-S02,,26.84,0,4.2,12.6,144.03,1,telemetry
RADAR-18-na-west-background-sync,T18,18,4,P46-S04,P22-S07,,14.91,0,3.15,21,169.08,3,background
RADAR-18-europe-human-web,T18,18,2,P49-S01,P43-S02,,34.01,0,3.54,11.8,640.2,2,mixed
RADAR-18-europe-video-streaming,T18,18,3,P52-S03,P48-S07,,24.88,0,2.95,21.24,1542.72,3,background
RADAR-18-europe-software-update,T18,18,5,P64-S11,P68-S03,,11.73,0,2.36,42.48,623.32,4,background
RADAR-18-europe-automated,T18,18,2,P67-S13,P01-S07,,13.4,0,2.36,9.44,335.46,4,routing
RADAR-COMPUTE-18-europe,T18,18,3,,,P64-S11,40.21,1,9.44,37.76,0,2,compute
RADAR-18-east-asia-human-web,T18,18,2,P69-S07,P53-S09,,22.66,0,3.42,11.4,426.55,2,mixed
RADAR-18-east-asia-interactive-realtime,T18,18,1,P03-S11,P63-S18,,25.9,0,2.28,6.84,238.37,1,routing
RADAR-18-east-asia-api,T18,18,2,P06-S13,P68-S22,,29.14,0,4.56,13.68,156.38,1,telemetry
RADAR-18-east-asia-dns-control,T18,18,1,P18-S21,P16-S18,,9.71,0,1.14,4.56,61.19,1,telemetry
RADAR-18-south-america-human-web,T18,18,2,P12-S12,P51-S07,,15.11,0,2.4,8,284.37,2,mixed
RADAR-18-south-america-video-streaming,T18,18,3,P15-S14,P56-S12,,9.71,0,2,14.4,602.19,3,background
RADAR-18-south-america-background-sync,T18,18,4,P24-S20,P71-S03,,10.79,0,2.4,16,122.38,3,background
RADAR-18-oceania-human-web,T18,18,2,P24-S17,P18-S21,,12.33,0,2.4,8,231.99,2,mixed
RADAR-18-oceania-interactive-realtime,T18,18,1,P30-S21,P28-S08,,14.09,0,1.6,4.8,129.64,1,routing
RADAR-18-oceania-api,T18,18,2,P33-S01,P33-S12,,15.85,0,3.2,9.6,85.05,1,telemetry
RADAR-19-na-east-human-web,T19,19,2,P26-S12,P54-S05,,36.05,0,3.6,12,682.94,2,mixed
RADAR-19-na-east-interactive-realtime,T19,19,1,P32-S16,P64-S14,,28.42,0,2.4,7.2,263.2,1,routing
RADAR-19-na-east-api,T19,19,2,P35-S18,P69-S18,,46.35,0,4.8,14.4,245.8,1,telemetry
RADAR-19-na-east-background-sync,T19,19,4,P38-S20,P02-S01,,17.76,0,3.6,24,199,3,background
RADAR-19-na-west-human-web,T19,19,2,P35-S18,P03-S11,,21.76,0,3.15,10.5,412.12,2,mixed
RADAR-19-na-west-video-streaming,T19,19,3,P38-S20,P08-S16,,23.08,0,2.63,18.9,1440,3,background
RADAR-19-na-west-software-update,T19,19,5,P50-S06,P28-S12,,10.88,0,2.1,37.8,581.82,4,background
RADAR-19-na-west-automated,T19,19,2,P53-S08,P33-S16,,12.43,0,2.1,8.4,311.11,4,routing
RADAR-COMPUTE-19-na-west,T19,19,3,,,P50-S06,37.3,1,8.4,33.6,0,2,compute
RADAR-19-europe-human-web,T19,19,2,P50-S01,P44-S03,,35.45,0,3.54,11.8,671.56,2,mixed
RADAR-19-europe-interactive-realtime,T19,19,1,P56-S05,P54-S12,,27.94,0,2.36,7.08,258.82,1,routing
RADAR-19-europe-api,T19,19,2,P59-S07,P59-S16,,45.58,0,4.72,14.16,241.71,1,telemetry
RADAR-19-europe-dns-control,T19,19,1,P71-S15,P07-S12,,10.48,0,1.18,4.72,65.23,1,telemetry
RADAR-19-east-asia-human-web,T19,19,2,P70-S07,P54-S09,,23.62,0,3.42,11.4,447.45,2,mixed
RADAR-19-east-asia-video-streaming,T19,19,3,P01-S09,P59-S14,,15.18,0,2.85,20.52,947.53,3,background
RADAR-19-east-asia-background-sync,T19,19,4,P10-S15,P02-S05,,16.87,0,3.42,22.8,189.05,3,background
RADAR-19-south-america-human-web,T19,19,2,P13-S12,P52-S08,,15.75,0,2.4,8,298.3,2,mixed
RADAR-19-south-america-interactive-realtime,T19,19,1,P19-S16,P62-S17,,18,0,1.6,4.8,166.7,1,routing
RADAR-19-south-america-api,T19,19,2,P22-S18,P67-S21,,20.25,0,3.2,9.6,107.36,1,telemetry
RADAR-19-oceania-human-web,T19,19,2,P25-S17,P19-S21,,12.85,0,2.4,8,243.35,2,mixed
RADAR-19-oceania-video-streaming,T19,19,3,P28-S19,P24-S04,,8.26,0,2,14.4,515.32,3,background
RADAR-19-oceania-automated,T19,19,2,P43-S07,P49-S04,,7.34,0,1.6,6.4,183.7,4,routing
RADAR-COMPUTE-19-oceania,T19,19,3,,,P40-S05,22.02,0,6.4,25.6,0,2,compute
RADAR-20-na-east-human-web,T20,20,2,P27-S13,P55-S05,,34.1,0,3.6,12,641.89,2,mixed
RADAR-20-na-east-video-streaming,T20,20,3,P30-S15,P60-S10,,24.95,0,3,21.6,1546.78,3,background
RADAR-20-na-east-software-update,T20,20,5,P42-S01,P08-S06,,11.76,0,2.4,43.2,624.96,4,background
RADAR-20-na-east-automated,T20,20,2,P45-S03,P13-S10,,13.44,0,2.4,9.6,336.34,4,routing
RADAR-COMPUTE-20-na-east,T20,20,3,,,P42-S01,40.32,1,9.6,38.4,0,2,compute
RADAR-20-na-west-human-web,T20,20,2,P36-S19,P04-S12,,20.58,0,3.15,10.5,387.34,2,mixed
RADAR-20-na-west-interactive-realtime,T20,20,1,P42-S01,P14-S21,,23.52,0,2.1,6.3,216.46,1,routing
RADAR-20-na-west-api,T20,20,2,P45-S03,P19-S03,,26.46,0,4.2,12.6,142,1,telemetry
RADAR-20-na-west-dns-control,T20,20,1,P57-S11,P39-S21,,8.82,0,1.05,4.2,55.57,1,telemetry
RADAR-20-europe-human-web,T20,20,2,P51-S02,P45-S03,,33.54,0,3.54,11.8,631.19,2,mixed
RADAR-20-europe-video-streaming,T20,20,3,P54-S04,P50-S08,,24.53,0,2.95,21.24,1521,3,background
RADAR-20-europe-background-sync,T20,20,4,P63-S10,P65-S21,,16.52,0,3.54,23.6,187.34,3,background
RADAR-20-east-asia-human-web,T20,20,2,P71-S08,P55-S10,,22.34,0,3.42,11.4,420.55,2,mixed
RADAR-20-east-asia-interactive-realtime,T20,20,1,P05-S12,P65-S19,,25.54,0,2.28,6.84,235.01,1,routing
RADAR-20-east-asia-api,T20,20,2,P08-S14,P70-S01,,28.73,0,4.56,13.68,154.17,1,telemetry
RADAR-20-south-america-human-web,T20,20,2,P14-S13,P53-S08,,14.9,0,2.4,8,280.36,2,mixed
RADAR-20-south-america-video-streaming,T20,20,3,P17-S15,P58-S13,,9.58,0,2,14.4,593.71,3,background
RADAR-20-south-america-automated,T20,20,2,P32-S03,P11-S13,,8.51,0,1.6,6.4,213.01,4,routing
RADAR-COMPUTE-20-south-america,T20,20,3,,,P29-S01,25.54,0,6.4,25.6,0,2,compute
RADAR-20-oceania-human-web,T20,20,2,P26-S18,P20-S22,,12.15,0,2.4,8,228.72,2,mixed
RADAR-20-oceania-interactive-realtime,T20,20,1,P32-S22,P30-S09,,13.89,0,1.6,4.8,127.81,1,routing
RADAR-20-oceania-api,T20,20,2,P35-S02,P35-S13,,15.62,0,3.2,9.6,83.85,1,telemetry
